article_id,link,title,main_category,category_1,category_2,category_3,category_4,suprise_r1,suprise_r2,suprise_r3,like_r1,like_r2,like_r3,c1_familiarity_r1,c1_familiarity_r2,c1_familiarity_r3,c2_familiarity_r1,c2_familiarity_r2,c2_familiarity_r3,c3_familiarity_r1,c3_familiarity_r2,c3_familiarity_r3,c4_familiarity_r1,c4_familiarity_r2,c4_familiarity_r3
273075,http://www.medicalnewstoday.com/articles/315189.php,Close to half of adults and one quarter of kids in the U.S. regularly consume artificial sweeteners,Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Diabetes,Public Health,1,5,4,3,3,2,5,2,4,5,2,4,4,1,2,2,1,2
269334,http://www.medicalnewstoday.com/articles/311416.php,Prenatal exposure to paracetamol may increase autism spectrum and hyperactivity symptoms in children,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Pediatrics / Children's Health,Autism,ADHD / ADD,4,3,4,4,4,2,5,2,2,5,2,2,5,3,2,4,3,3
272119,http://www.medicalnewstoday.com/articles/314224.php,Reducing salt intake may help protect kidney patients' heart and kidney health,Urology / Nephrology,Urology / Nephrology,Nutrition / Diet,Heart Disease,Cardiovascular / Cardiology,3,3,2,4,1,3,1,1,2,4,1,4,3,1,4,3,1,4
273771,http://www.medicalnewstoday.com/articles/315890.php,Unsaturated fatty acid may reverse aging effect of obesity,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Nutrition / Diet,Immune System / Vaccines,Seniors / Aging,2,4,4,3,5,3,4,4,4,4,3,3,3,4,4,4,5,3
269373,http://www.medicalnewstoday.com/articles/311455.php,Flu shot in pregnancy may only protect infants for 8 weeks after birth,Flu / Cold / SARS,Flu / Cold / SARS,Immune System / Vaccines,Pediatrics / Children's Health,Pregnancy / Obstetrics,4,3,4,1,4,4,2,3,3,1,3,4,1,2,2,1,2,2
268302,http://www.medicalnewstoday.com/articles/310373.php,Can sesame-based ingredients reduce oxidative stress?,Hypertension,Hypertension,Cholesterol,Diabetes,Nutrition / Diet,4,4,3,4,4,4,3,5,3,3,5,3,3,5,4,3,5,3
272584,http://www.medicalnewstoday.com/articles/314693.php,Saturated fat may not increase heart disease risk after all,Nutrition / Diet,Nutrition / Diet,Cardiovascular / Cardiology,Heart Disease,Cholesterol,5,4,3,5,4,4,5,4,3,4,2,3,4,2,3,5,3,3
268513,http://www.medicalnewstoday.com/articles/310587.php,Prenatal fruit consumption boosts babies' cognitive development,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Pediatrics / Children's Health,Nutrition / Diet,Neurology / Neuroscience,3,5,4,1,5,4,1,3,2,1,3,2,2,4,3,1,2,2
273512,http://www.medicalnewstoday.com/articles/315630.php,World-first trial shows improving diet can treat major depression,Depression,Depression,Nutrition / Diet,Mental Health,Psychology / Psychiatry,2,3,2,3,4,3,4,3,5,4,3,2,4,4,4,4,3,3
268428,http://www.medicalnewstoday.com/articles/310501.php,Smoking while pregnant linked to schizophrenia in offspring,Smoking / Quit Smoking,Smoking / Quit Smoking,Pregnancy / Obstetrics,Schizophrenia,Pediatrics / Children's Health,4,3,4,3,5,4,4,3,5,2,4,2,3,3,3,2,3,2
40100,http://www.medicalnewstoday.com/articles/52562.php,"Mistreated Children More Likely To Smoke, Drink, Fight And Suffer From Depression As Adolescents",Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Depression,Pediatrics / Children's Health,Public Health,2,2,1,3,3,2,5,3,3,4,5,5,5,2,1,3,3,1
273637,http://www.medicalnewstoday.com/articles/315755.php,Exposure to nicotine before and after birth causes hearing difficulties in children,Hearing / Deafness,Hearing / Deafness,Smoking / Quit Smoking,Pregnancy / Obstetrics,Pediatrics / Children's Health,4,2,3,3,4,3,1,2,3,3,5,3,1,5,3,1,5,3
31945,http://www.medicalnewstoday.com/articles/42220.php,Women Need More Comprehensive Approach To Managing Depression,Depression,Depression,Women's Health / Gynecology,Mental Health,Psychology / Psychiatry,4,2,2,3,4,4,1,5,2,1,1,1,3,4,2,3,3,1
272308,http://www.medicalnewstoday.com/articles/314414.php,Preventing heart failure risk factors in midlife substantially lowers risk,Cardiovascular / Cardiology,Cardiovascular / Cardiology,Hypertension,Obesity / Weight Loss / Fitness,Diabetes,4,2,2,4,4,3,4,3,4,4,2,2,4,4,4,4,4,2
268476,http://www.medicalnewstoday.com/articles/310549.php,Babies fed directly from breast may be at less risk for ear infections,Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,"Ear, Nose and Throat",GastroIntestinal / Gastroenterology,5,2,2,4,3,3,2,1,3,5,4,3,3,2,2,3,2,1
271041,http://www.medicalnewstoday.com/articles/313136.php,New genetic links for heart disease risk factors identified,Genetics,Genetics,Heart Disease,Cardiovascular / Cardiology,Diabetes,5,4,4,5,4,2,3,4,1,3,4,1,3,4,1,4,4,1
269174,http://www.medicalnewstoday.com/articles/311255.php,Children consuming sports drinks unnecessarily,Pediatrics / Children's Health,Pediatrics / Children's Health,Dentistry,Nutrition / Diet,Obesity / Weight Loss / Fitness,4,3,4,5,2,3,2,4,1,2,3,2,5,2,3,4,4,2
264801,http://www.medicalnewstoday.com/articles/306777.php,Diabetes during pregnancy linked to low breast milk supply,Diabetes,Diabetes,Pediatrics / Children's Health,Pregnancy / Obstetrics,Women's Health / Gynecology,4,3,1,3,2,3,1,3,2,3,4,5,2,1,5,1,2,4
271627,http://www.medicalnewstoday.com/articles/313727.php,Sleep loss alters gut microbiota,Sleep / Sleep Disorders / Insomnia,Sleep / Sleep Disorders / Insomnia,GastroIntestinal / Gastroenterology,Obesity / Weight Loss / Fitness,Diabetes,4,3,2,5,3,3,3,5,2,3,2,2,4,4,2,3,3,2
256876,http://www.medicalnewstoday.com/articles/298579.php,Compound found in red wine causes conflicting changes in dogs' immune systems,Cardiovascular / Cardiology,Cardiovascular / Cardiology,Stroke,Cancer / Oncology,Nutrition / Diet,3,4,4,4,4,4,4,3,1,3,3,1,4,3,1,4,4,2
272391,http://www.medicalnewstoday.com/articles/314499.php,"Vegetarian diets best for health and the environment, say nutritionists",Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Diabetes,Heart Disease,3,2,2,1,5,2,3,5,4,3,4,3,5,4,4,4,3,3
270309,http://www.medicalnewstoday.com/articles/312400.php,Notion of 'healthy obesity' further challenged,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Cardiovascular / Cardiology,Diabetes,Stroke,1,4,2,1,4,3,3,4,3,3,4,3,3,4,3,3,5,3
272024,http://www.medicalnewstoday.com/articles/314129.php,Inability to safely store fat increases risk of diabetes and heart disease,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Genetics,Diabetes,Heart Disease,3,2,2,4,2,3,3,3,3,3,3,2,2,3,3,2,3,3
31814,http://www.medicalnewstoday.com/articles/42060.php,Marijuana For Medical Use Turned Down By FDA,Pain / Anesthetics,Pain / Anesthetics,Multiple Sclerosis,Cancer / Oncology,Alcohol / Addiction / Illegal Drugs,1,2,2,4,1,2,3,3,1,1,5,1,1,3,1,3,4,3
268860,http://www.medicalnewstoday.com/articles/310937.php,What's the Connection Between Diabetes and Diarrhea?,Diabetes,Diabetes,GastroIntestinal / Gastroenterology,Nutrition / Diet,Food Intolerance,2,2,4,2,2,2,3,3,1,2,3,1,2,3,2,1,3,1
273148,http://www.medicalnewstoday.com/articles/315262.php,Eating hot red chili peppers may help us live longer,Nutrition / Diet,Nutrition / Diet,Heart Disease,Stroke,Public Health,4,4,3,5,5,3,4,4,3,3,3,4,2,2,3,3,3,3
28051,http://www.medicalnewstoday.com/articles/37396.php,Why Are So Many Children Still On Antidepressants In The UK?,Psychology / Psychiatry,Psychology / Psychiatry,Pediatrics / Children's Health,Depression,Mental Health,5,4,4,5,4,3,5,2,2,5,4,4,3,4,3,5,4,4
40732,http://www.medicalnewstoday.com/articles/53358.php,Black Tea Soothes Away Stress,Anxiety / Stress,Anxiety / Stress,Nutrition / Diet,Mental Health,Depression,1,4,4,3,2,3,4,4,4,3,3,3,2,2,3,3,2,4
273034,http://www.medicalnewstoday.com/articles/315147.php,Daily supplement of folic acid recommended to prevent birth defects,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Public Health,Pediatrics / Children's Health,Nutrition / Diet,2,2,5,4,5,4,2,4,3,3,4,4,2,3,2,5,5,5
267332,http://www.medicalnewstoday.com/articles/309371.php,Consuming too much fructose during pregnancy raises the child's risk for heart disease,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Heart Disease,Obesity / Weight Loss / Fitness,Diabetes,4,3,3,5,2,4,3,3,4,3,2,3,4,4,5,3,3,4
11557,http://www.medicalnewstoday.com/articles/16593.php,Testing Magnetic Stimulation for Depression,Depression,Depression,,,,4,4,2,4,4,3,5,5,4,,,,,,,,,
4019,http://www.medicalnewstoday.com/articles/7896.php,Combination therapy successful for treating depression,Depression,Depression,,,,3,2,3,3,4,4,5,4,4,,,,,,,,,
6035,http://www.medicalnewstoday.com/articles/10161.php,Physical activity reduces depression risk in children,Depression,Depression,,,,2,1,1,3,4,4,4,4,3,,,,,,,,,
14979,http://www.medicalnewstoday.com/articles/20506.php,Brain stimulation treats resistant depression,Depression,Depression,,,,4,4,3,5,4,4,4,4,4,,,,,,,,,
11377,http://www.medicalnewstoday.com/articles/16394.php,"Immigration, lack of partner support are post-natal depression indicators",Depression,Depression,,,,4,4,1,3,4,4,4,4,2,,,,,,,,,
5922,http://www.medicalnewstoday.com/articles/10033.php,In young women depression can mean literal heartbreak,Depression,Depression,,,,4,3,4,3,3,2,4,4,4,,,,,,,,,
